Task Statement & Title	Step-by-Step Solution	Lecture	Exam Ticket
<b>Задача 3. Сравнение градиентов Saturating vs Non-Saturating Loss</b><br><p>Пусть выход дискриминатора для фейка равен $u = D(G(z)) = 0.05$ (слабый генератор). Посчитайте значение функции потерь для генератора при: (а) Minimax loss $L_1 = \log(1 - u)$; (б) Non-saturating loss $L_2 = -\log(u)$.</p>	<p>(а) $L_1 = \ln(1 - 0.05) = \ln(0.95) \approx -0.0513$. Градиент $\frac{d L_1}{du} = -\frac{1}{1-u} = -\frac{1}{0.95} \approx -1.05$.</p> <p>(б) $L_2 = -\ln(0.05) \approx -(-2.9957) = 2.996$. Градиент $\frac{d L_2}{du} = -\frac{1}{u} = -\frac{1}{0.05} = -20$.</p> <p><strong>Вывод:</strong> Градиент Non-saturating loss по абсолютному значению в <strong>19 раз больше</strong> ($-20$ против $-1.05$), что обеспечивает мощный обучающий сигнал при слабом генераторе.</p>	Лекция_11	Билет_11_Генеративные_модели_GAN
<b>Задача 4. Вычисление 1D расстояния Вассерштейна</b><br><p>Даны два 1D распределения: $P$ — Dirac delta в точке $x=0$, $Q$ — Dirac delta в точке $x=\theta$. Чему равны $D_{\text{JS}}(P \parallel Q)$ и $W(P, Q)$ при $\theta \ne 0$?</p>	<p>1. При $\theta \ne 0$ распределения $P$ и $Q$ не пересекаются: $\text{supp}(P) \cap \text{supp}(Q) = \emptyset$. Следовательно, $D_{\text{JS}}(P \parallel Q) = \ln(2) \approx 0.693 = \text{const}$. Градиент по $\theta$ равен $0$.</p> <p>2. Расстояние Вассерштейна — это минимальная масса $\times$ расстояние: $W(P, Q) = 1 \cdot |\theta - 0| = |\theta|$.</p> <p><strong>Вывод:</strong> Градиент $\frac{d W}{d\theta} = \text{sign}(\theta) \ne 0$, расстояние непрерывно стремится к нулю при $\theta \to 0$, что позволяет обучать модель градиентным спуском.</p>	Лекция_11	Билет_11_Генеративные_модели_GAN
<b>Задача 5. Расчет FID для 1D распределений</b><br><p>Реальные признаки имеют среднее $\mu_r = 2.0$ и дисперсию $\sigma_r^2 = 4.0$. Сгенерированные признаки имеют $\mu_g = 5.0$ и $\sigma_g^2 = 9.0$. Рассчитайте FID.</p>	<p>В одномерном случае формула FID упрощается до:</p> <p>$$ \text{FID} = (\mu_r - \mu_g)^2 + (\sigma_r - \sigma_g)^2 $$</p> <p>Подставляем значения ($\sigma_r = \sqrt{4} = 2$, $\sigma_g = \sqrt{9} = 3$):</p> <p>$$ (\mu_r - \mu_g)^2 = (2 - 5)^2 = (-3)^2 = 9 $$</p> <p>$$ (\sigma_r - \sigma_g)^2 = (2 - 3)^2 = (-1)^2 = 1 $$</p> <p>$$ \text{FID} = 9 + 1 = 10.0 $$</p>	Лекция_11	Билет_11_Генеративные_модели_GAN
<b>Задача 6. Количество параметров в WGAN-GP Gradient Penalty</b><br><p>Почему в WGAN-GP нельзя использовать Batch Normalization в Критике (Дискриминаторе)? Что используют взамен?</p>	<p><strong>Причина:</strong> BatchNorm создает зависимость между сэмплами внутри одного батча (нормализация по батчу $\mu_B, \sigma_B$). В WGAN-GP градиентный штраф вычисляется <em>индивидуально для каждого сэмпла</em> $\|\nabla_{\hat{x}_i} D(\hat{x}_i)\|_2$. BatchNorm нарушает эту независимость и делает расчет градиента некорректным.</p> <p><strong>Решение:</strong> В критике WGAN-GP используют <strong>Layer Normalization</strong>, <strong>Instance Normalization</strong> или <strong>Spectral Normalization</strong>.</p>	Лекция_11	Билет_11_Генеративные_модели_GAN
<b>Задача 1. Расчет коэффициента затухания $\bar{\alpha}_t$</b><br><p>Пусть на первых трех шагах заданы $\beta_1 = 0.1$, $\beta_2 = 0.2$, $\beta_3 = 0.3$. Найдите $\alpha_1, \alpha_2, \alpha_3$ и $\bar{\alpha}_3$. Чему равна дисперсия шума на шаге $t=3$?</p>	<p>$\alpha_1 = 1 - 0.1 = 0.9$.</p> <p>$\alpha_2 = 1 - 0.2 = 0.8$.</p> <p>$\alpha_3 = 1 - 0.3 = 0.7$.</p> <p>$\bar{\alpha}_3 = \alpha_1 \cdot \alpha_2 \cdot \alpha_3 = 0.9 \cdot 0.8 \cdot 0.7 = 0.504$.</p> <p>Дисперсия шума в формуле $x_3 = \sqrt{\bar{\alpha}_3}x_0 + \sqrt{1 - \bar{\alpha}_3}\epsilon$ равна $1 - \bar{\alpha}_3 = 1 - 0.504 = 0.496$.</p>	Лекция_12	Билет_12_(ч.1)_Диффузионные_модели
<b>Задача 2. Прямое сэмплирование $x_t$ на числовом примере</b><br><p>Пусть пиксель $x_0 = 2.0$, сэмплированный шум $\epsilon = -1.0$, а на шаге $t$ параметр $\bar{\alpha}_t = 0.64$. Чему равно значение зашумленного пикселя $x_t$?</p>	<p>Формула: $x_t = \sqrt{\bar{\alpha}_t} x_0 + \sqrt{1 - \bar{\alpha}_t} \epsilon$.</p> <p>$\sqrt{\bar{\alpha}_t} = \sqrt{0.64} = 0.8$.</p> <p>$\sqrt{1 - \bar{\alpha}_t} = \sqrt{1 - 0.64} = \sqrt{0.36} = 0.6$.</p> <p>$$ x_t = 0.8 \cdot 2.0 + 0.6 \cdot (-1.0) = 1.6 - 0.6 = 1.0 $$</p>	Лекция_12	Билет_12_(ч.1)_Диффузионные_модели
<b>Задача 3. Восстановление $x_0$ по предсказанному шуму $\hat{\epsilon}$</b><br><p>На шаге $t$ мы имеем $x_t = 3.0$, $\bar{\alpha}_t = 0.25$, а сеть предсказала шум $\epsilon_\theta(x_t, t) = 1.0$. Оцените истинное исходное значение $\hat{x}_0$.</p>	<p>Формула: $\hat{x}_0 = \frac{x_t - \sqrt{1 - \bar{\alpha}_t} \epsilon_\theta}{\sqrt{\bar{\alpha}_t}}$.</p> <p>$\sqrt{\bar{\alpha}_t} = \sqrt{0.25} = 0.5$.</p> <p>$\sqrt{1 - \bar{\alpha}_t} = \sqrt{0.75} \approx 0.866$.</p> <p>$$ \hat{x}_0 = \frac{3.0 - 0.866 \cdot 1.0}{0.5} = \frac{2.134}{0.5} = 4.268 $$</p>	Лекция_12	Билет_12_(ч.1)_Диффузионные_модели
<b>Задача 4. Расчет вектора Classifier-Free Guidance (CFG)</b><br><p>Для некоторого пикселя безусловное предсказание шума $\epsilon_{\text{uncond}} = 0.2$, а условное $\epsilon_{\text{cond}} = 0.5$. Чему равен итоговый шум при guidance scale $s = 1.0$, $s = 3.0$ и $s = 7.5$?</p>	<p>Формула CFG: $\tilde{\epsilon} = \epsilon_{\text{uncond}} + s \cdot (\epsilon_{\text{cond}} - \epsilon_{\text{uncond}})$.</p> <p>Разность: $\Delta = 0.5 - 0.2 = 0.3$.</p> <ul> <li>При $s = 1.0$: $\tilde{\epsilon} = 0.2 + 1.0 \cdot 0.3 = 0.5$ (обычное условное).</li> <li>При $s = 3.0$: $\tilde{\epsilon} = 0.2 + 3.0 \cdot 0.3 = 0.2 + 0.9 = 1.1$.</li> <li>При $s = 7.5$: $\tilde{\epsilon} = 0.2 + 7.5 \cdot 0.3 = 0.2 + 2.25 = 2.45$.</li> </ul>	Лекция_12	Билет_12_(ч.1)_Диффузионные_модели
<b>Задача 5. Коэффициент сжатия памяти в Latent Diffusion</b><br><p>Изображение имеет размер $512 \times 512 \times 3$ (float32). Автоэнкодер VAE сжимает его с коэффициентом $f=8$ в латентный тензор $64 \times 64 \times 4$. Во сколько раз уменьшается объем тензора?</p>	<p>Объем исходного изображения: $512 \times 512 \times 3 = 786\,432$ float32 ($\approx 3.0$ МБ).</p> <p>Объем латентного представления: $64 \times 64 \times 4 = 16\,384$ float32 ($\approx 0.0625$ МБ).</p> <p>Коэффициент сжатия: $\frac{786\,432}{16\,384} = 48$ раз.</p> <p><em>Замечание:</em> Пространственное разрешение уменьшается в $8 \times 8 = 64$ раза, а с учетом роста каналов с 3 до 4 — итоговый объем меньше в 48 раз.</p>	Лекция_12	Билет_12_(ч.1)_Диффузионные_модели
<b>Задача 6. Временная сложность обучения vs инференса</b><br><p>В чем принципиальная асимметрия времени обучения и времени сэмплирования в DDPM?</p>	<p><strong>При обучении:</strong> Для одного батча мы сэмплируем случайное $t$, за 1 операцию вычисляем $x_t$ по формуле с $\bar{\alpha}_t$, делаем <strong>один</strong> forward pass через U-Net и считаем MSE loss. Сложность одного обучающего шага — $O(1)$ проходов по сети.</p> <p><strong>При генерации (Inference):</strong> Мы обязаны последовательно выполнить $T=1000$ шагов очистки $x_T \to x_{T-1} \to \dots \to x_0$, выполняя $T$ последовательных forward pass через тяжелую сеть. Сложность инференса — $O(T)$.</p>	Лекция_12	Билет_12_(ч.1)_Диффузионные_модели
<b>Задача 1. Расчёт IoU между двумя боксами</b><br><p>Истинный бокс: $(20, 30, 120, 130)$ (corner format). Предсказанный: $(30, 35, 110, 125)$. Найти IoU.</p>	<p><strong>Пересечение:</strong> $x1 = \max(20, 30) = 30$, $y1 = \max(30, 35) = 35$, $x2 = \min(120, 110) = 110$, $y2 = \min(130, 125) = 125$.</p> <p>Размеры: $w = 110 - 30 = 80$, $h = 125 - 35 = 90$.</p> <p>$I = 80 \times 90 = 7200$.</p> <p><strong>Площади боксов:</strong> $A_1 = (120-20) \times (130-30) = 100 \times 100 = 10000$. $A_2 = (110-30) \times (125-35) = 80 \times 90 = 7200$.</p> <p>$U = 10000 + 7200 - 7200 = 10000$.</p> <p>$$\text{IoU} = \frac{7200}{10000} = 0.72$$</p>	Лекция_13	Билет_12_(ч.2)_Задачи_Computer_Vision
<b>Задача 2. Прогон NMS вручную</b><br><p>5 боксов: A (conf=0.95, coords), B (conf=0.80), C (conf=0.75), D (conf=0.60), E (conf=0.50). IoU(A, B)=0.7, IoU(A, C)=0.1, IoU(A, D)=0.8, IoU(A, E)=0.05. Порог NMS = 0.5. Какие боксы остаются?</p>	<p><strong>Шаг 1:</strong> Сортировать: A (0.95) &gt; B (0.80) &gt; C (0.75) &gt; D (0.60) &gt; E (0.50).</p> <p><strong>Шаг 2:</strong> Взять A, добавить в keep. Вычислить IoU с остальными:</p> <ul> <li>IoU(A, B) = 0.7 &gt; 0.5 → удалить B</li> <li>IoU(A, C) = 0.1 &lt; 0.5 → оставить C</li> <li>IoU(A, D) = 0.8 &gt; 0.5 → удалить D</li> <li>IoU(A, E) = 0.05 &lt; 0.5 → оставить E</li> </ul> <p><strong>Шаг 3:</strong> Остались C, E. Возьми C (next conf), добавь в keep. Вычисли IoU(C, E). Если &lt;0.5, добавь E.</p> <p>(Не дана IoU(C, E), предполагаем &lt;0.5.)</p> <p><strong>Результат NMS:</strong> keep = [A, C, E]. Боксы B и D отфильтрованы.</p>	Лекция_13	Билет_12_(ч.2)_Задачи_Computer_Vision
<b>Задача 3. Расчёт Precision, Recall, AP</b><br><p>На тестовом наборе 10 истинных объектов. Детектор выдал 6 предсказаний. Из них 4 TP (IoU &gt; 0.5), 2 FP (IoU ≤ 0.5). Сколько FN? Найти Precision, Recall.</p>	<p><strong>TP = 4, FP = 2.</strong></p> <p>FN = истинные - TP = 10 - 4 = 6 (пропущенные объекты).</p> <p>$$\text{Precision} = \frac{TP}{TP + FP} = \frac{4}{4 + 2} = \frac{4}{6} = 0.667$$</p> <p>$$\text{Recall} = \frac{TP}{TP + FN} = \frac{4}{4 + 6} = \frac{4}{10} = 0.4$$</p> <p>Модель нашла 40% объектов, но из найденных 67% правильны. AP = площадь под P-R кривой; на этой одной точке не определена, нужна кривая при разных пороговых confidence.</p>	Лекция_13	Билет_12_(ч.2)_Задачи_Computer_Vision
<b>Задача 4. Dice coefficient</b><br><p>Маска сегментации. Истина: 100 пиксел класса, предсказано: 80 пиксел. Из них 60 пиксел совпадают (TP). Найти Dice.</p>	<p><strong>TP = 60, FP = 80 - 60 = 20, FN = 100 - 60 = 40.</strong></p> <p>$$\text{Dice} = \frac{2 \cdot TP}{2 \cdot TP + FP + FN} = \frac{2 \cdot 60}{2 \cdot 60 + 20 + 40} = \frac{120}{180} = 0.667$$</p> <p>Или через IoU: $\text{IoU} = \frac{60}{100 + 80 - 60} = \frac{60}{120} = 0.5$.</p> <p>$\text{Dice} = \frac{2 \cdot 0.5}{1 + 0.5} = \frac{1}{1.5} = 0.667$ ✓</p>	Лекция_13	Билет_12_(ч.2)_Задачи_Computer_Vision
<b>Задача 5. U-Net: роль skip-connections</b><br><p>Энкодер: Input (256×256) → 128×128 → 64×64. Декодер: 64×64 → Upsample → 128×128 → ... → 256×256. Какую информацию теряем при upsampling с 64×64 → 256×256 без skip connections?</p>	<p>При downsampling: теряется информация о тонкой пространственной структуре (края, детали), которые были в 128×128 и 256×256 feature maps энкодера. При прямом upsampling (без skip) декодер пытается восстановить эти детали из одного 64×64 слоя — невозможно.</p> <p>Skip-connections: конкатенируем 128×128 feature map энкодера с 128×128 upsampled feature map декодера → декодер получает информацию о структуре → восстанавливает детали точнее.</p> <p><strong>Результат:</strong> с skip-connections точность сегментации выше, особенно на границах объектов.</p>	Лекция_13	Билет_12_(ч.2)_Задачи_Computer_Vision
<b>Задача 6. Heatmap vs регрессия координат</b><br><p>Задача: предсказать 5 ключевых точек лица на картинке 256×256. Вариант A: вектор (x₁, y₁, ..., x₅, y₅) — 10 чисел. Вариант B: 5 heatmap по 64×64 каждая. Какой требует больше памяти? Какой точнее?</p>	<p><strong>Память (на батч B):</strong></p> <p>Вариант A: $B \times 10$ float32 = $B \times 40$ байт.</p> <p>Вариант B: $B \times 5 \times 64 \times 64$ float32 = $B \times 5 \times 4096 \times 4$ байт = $B \times 81\,920$ байт ($\approx B \times 80$ КБ).</p> <p>Heatmap требует в $2\,048$ раз больше памяти ($81\,920 / 40 = 2\,048$). Поэтому используют компромисс: меньше разрешение heatmap (например 32×32).</p> <p><strong>Точность:</strong> Heatmap ~95% accuracy на COCO (стандарт). Прямая регрессия ~75%. Heatmap выигрывает благодаря локальной структуре и информации от соседних пиксел.</p>	Лекция_13	Билет_12_(ч.2)_Задачи_Computer_Vision
<b>Задача 1. Подсчет параметров слоя LSTM</b><br><p>Слой `nn.LSTM(input_size=100, hidden_size=256, bias=True)`. Сколько обучаемых параметров содержит этот слой?</p>	<p>Для одного гейта:</p> <ul> <li>$W_{xh}$: $100 \times 256 = 25\,600$.</li> <li>$W_{hh}$: $256 \times 256 = 65\,536$.</li> <li>Bias: $256 + 256 = 512$ (в PyTorch два вектора bias: $b_{ih}$ и $b_{hh}$).</li> <li>Итого на 1 гейт: $25\,600 + 65\,536 + 512 = 91\,648$.</li> </ul> <p>Всего в LSTM 4 гейта ($f, i, \tilde{C}, o$):</p> <p>$$ \text{Параметры} = 4 \times 91\,648 = 366\,592 $$</p>	Лекция_14	Билет_13_Рекуррентные_сети_LSTM_biLSTM
<b>Задача 2. Подсчет параметров GRU vs LSTM</b><br><p>Сравните число параметров для `nn.GRU(100, 256)` и `nn.LSTM(100, 256)`.</p>	<p>В GRU 3 гейта/компонента ($z, r, \tilde{h}$) вместо 4 в LSTM:</p> <p>$$ \text{Параметры GRU} = 3 \times (100 \times 256 + 256 \times 256 + 512) = 3 \times 91\,648 = 274\,944 $$</p> <p>Разница: $\frac{366\,592 - 274\,944}{366\,592} = 25\%$ ровно.</p>	Лекция_14	Билет_13_Рекуррентные_сети_LSTM_biLSTM
<b>Задача 3. Трассировка ячейки LSTM вручную</b><br><p>Пусть $C_{t-1} = [2.0, -1.0]$. Гейты выдали: $f_t = [0.9, 0.1]$, $i_t = [0.5, 0.8]$, $\tilde{C}_t = [1.0, 2.0]$. Найдите новое состояние ячейки $C_t$.</p>	<p>Формула: $C_t = f_t \odot C_{t-1} + i_t \odot \tilde{C}_t$.</p> <p>1-я компонента: $0.9 \cdot 2.0 + 0.5 \cdot 1.0 = 1.8 + 0.5 = 2.3$.</p> <p>2-я компонента: $0.1 \cdot (-1.0) + 0.8 \cdot 2.0 = -0.1 + 1.6 = 1.5$.</p> <p>$$ C_t = [2.3, \, 1.5] $$</p>	Лекция_14	Билет_13_Рекуррентные_сети_LSTM_biLSTM
<b>Задача 4. Размерности тензоров в biLSTM</b><br><p>Батч из $B=32$ предложений длиной $T=50$ токенов. Размерность эмбеддинга $d_{\text{in}}=300$. Слой `nn.LSTM(300, 128, bidirectional=True, batch_first=True)`. Каковы размерности выходного тензора `output` и скрытого состояния `h_n`?</p>	<p>1. `output`: содержит выходы на всех $T$ шагах с конкатенацией обоих направлений: $(B, T, 2 \times d_{\text{hidden}}) = (32, 50, 256)$.</p> <p>2. `h_n`: скрытые состояния последнего шага для каждого направления: $(\text{num\_directions}, B, d_{\text{hidden}}) = (2, 32, 128)$.</p>	Лекция_14	Билет_13_Рекуррентные_сети_LSTM_biLSTM
<b>Задача 5. Расчет градиентного клиппинга</b><br><p>Вектор градиентов имеет норму $\|g\|_2 = 10.0$. Задан порог клиппинга $C = 2.0$. Какой коэффициент масштабирования будет применен к каждому градиенту? Чему станет равна норма градиента?</p>	<p>Коэффициент масштабирования: $\alpha = \frac{C}{\|g\|_2} = \frac{2.0}{10.0} = 0.2$.</p> <p>Каждый градиент $g_i$ умножается на $0.2$. Новая норма градиента станет строго равна $C = 2.0$.</p>	Лекция_14	Билет_13_Рекуррентные_сети_LSTM_biLSTM
<b>Задача 6. Бутылочное горлышко Seq2Seq</b><br><p>Входное предложение состоит из 100 слов. Размерность скрытого состояния энкодера $d_{\text{hidden}} = 256$ (float32, 1 КБ). В чем концептуальная проблема сжатия этого предложения в один вектор $h_{100}$ для декодера?</p>	<p><strong>Проблема фиксированного вектора контекста (Bottleneck):</strong> 100 слов несут сложную многоуровневую семантику и синтаксис. Сжатие всей информации в один вектор фиксированной длины 256 чисел приводит к неизбежной потере деталей (особенно из начала предложения). Это мотивировало создание <strong>механизма внимания (Attention)</strong>.</p>	Лекция_14	Билет_13_Рекуррентные_сети_LSTM_biLSTM
<b>Задача 1. Ручной расчет вектора контекста $c_t$</b><br><p>Энкодер выдал 3 вектора скрытых состояний: $h_1 = [1.0, 0.0]$, $h_2 = [0.0, 2.0]$, $h_3 = [1.0, 1.0]$. Веса внимания составили $\alpha_1 = 0.5$, $\alpha_2 = 0.3$, $\alpha_3 = 0.2$. Найдите вектор контекста $c_t$.</p>	<p>Формула: $c_t = \alpha_1 h_1 + \alpha_2 h_2 + \alpha_3 h_3$.</p> <p>$$ c_t = 0.5 \cdot [1.0, 0.0] + 0.3 \cdot [0.0, 2.0] + 0.2 \cdot [1.0, 1.0] $$</p> <p>1-я компонента: $0.5 \cdot 1.0 + 0.3 \cdot 0.0 + 0.2 \cdot 1.0 = 0.5 + 0.2 = 0.7$.</p> <p>2-я компонента: $0.5 \cdot 0.0 + 0.3 \cdot 2.0 + 0.2 \cdot 1.0 = 0.6 + 0.2 = 0.8$.</p> <p>$$ c_t = [0.7, \, 0.8] $$</p>	Лекция_15	Билет_14_Механизм_внимания_в_seq2seq
<b>Задача 2. Расчет весов Softmax Luong Dot-Product</b><br><p>Состояние декодера $s_t = [1.0, 1.0]$. Состояния энкодера: $h_1 = [2.0, 0.0]$, $h_2 = [1.0, 2.0]$. Найдите сырые score $e_1, e_2$ и веса внимания $\alpha_1, \alpha_2$.</p>	<p>1. Скалярные произведения (Dot score):</p> <p>$e_1 = s_t \cdot h_1 = 1.0 \cdot 2.0 + 1.0 \cdot 0.0 = 2.0$.</p> <p>$e_2 = s_t \cdot h_2 = 1.0 \cdot 1.0 + 1.0 \cdot 2.0 = 3.0$.</p> <p>2. Softmax:</p> <p>$\exp(e_1) = e^2 \approx 7.389$, $\exp(e_2) = e^3 \approx 20.085$.</p> <p>Сумма: $7.389 + 20.085 = 27.474$.</p> <p>$\alpha_1 = \frac{7.389}{27.474} \approx 0.269$ ($26.9\%$).</p> <p>$\alpha_2 = \frac{20.085}{27.474} \approx 0.731$ ($73.1\%$).</p>	Лекция_15	Билет_14_Механизм_внимания_в_seq2seq
<b>Задача 3. Размерности тензоров в Batch Matrix Multiplication (BMM)</b><br><p>Батч $B=16$. Длина входа $S=40$, размерность энкодера $d=128$. Тензор весов внимания имеет форму $(16, 1, 40)$, тензор выходов энкодера — $(16, 40, 128)$. Какова форма результата `torch.bmm`?</p>	<p>Операция умножения матриц батча: $(B, 1, S) \times (B, S, d) \to (B, 1, d)$.</p> <p>Результат имеет размерность $(16, 1, 128)$. После вызова `.squeeze(1)` получаем батч векторов контекста $(16, 128)$.</p>	Лекция_15	Билет_14_Механизм_внимания_в_seq2seq
<b>Задача 4. Подсчет параметров слоя Bahdanau Attention</b><br><p>Размерность скрытого состояния декодера $d_{\text{dec}} = 256$, энкодера $d_{\text{enc}} = 512$. В слое Bahdanau Attention размерность проекции $d_{\text{attn}} = 256$. Сколько обучаемых весов в слое (без bias)?</p>	<p>1. Матрица $W_{\text{dec}}$: $256 \times 256 = 65\,536$.</p> <p>2. Матрица $W_{\text{enc}}$: $512 \times 256 = 131\,072$.</p> <p>3. Вектор $v$: $256 \times 1 = 256$.</p> <p>$$ \text{Итого параметров} = 65\,536 + 131\,072 + 256 = 196\,864 $$</p>	Лекция_15	Билет_14_Механизм_внимания_в_seq2seq
<b>Задача 5. Сложность вычисления внимания</b><br><p>Входная последовательность имеет длину $S=1000$, выходная — $T=1000$. Сколько скалярных оценок score $e_{t, i}$ нужно вычислить при Global Attention? При Local Attention с радиусом окна $D=10$?</p>	<p>1. Global Attention: $S \times T = 1000 \times 1000 = 1\,000\,000$ (1 миллион операций).</p> <p>2. Local Attention: $(2D + 1) \times T = (2 \cdot 10 + 1) \times 1000 = 21 \times 1000 = 21\,000$ операций.</p> <p>Local Attention требует почти в <strong>50 раз меньше</strong> вычислений.</p>	Лекция_15	Билет_14_Механизм_внимания_в_seq2seq
<b>Задача 6. Маскирование Padding-токенов в Attention</b><br><p>Входной батч дополнен нулями (padding) до длины $S=10$. Реальное предложение занимает 4 токена. Каким значением нужно заполнить позиции $5 \dots 10$ в тензоре scores перед Softmax, чтобы веса внимания к паддингу были строго равны 0?</p>	<p>Их нужно заполнить значением <strong>$-\infty$</strong> (на практике `-1e9` или `-float('inf')`).</p> <p>Так как $\exp(-\infty) = 0$, после вычисления $\text{Softmax}$ веса $\alpha_{t, i}$ для всех позиций padding станут равны $0.0$, и они не окажут никакого влияния на вектор контекста $c_t$.</p>	Лекция_15	Билет_14_Механизм_внимания_в_seq2seq
<b>Задача 1. Подсчет параметров одного слоя Transformer Encoder</b><br><p>Параметры базовой модели: $d_{\text{model}} = 512$, $d_{\text{ff}} = 2048$, $h = 8$ голов. Посчитайте суммарное число обучаемых параметров в одном слое энкодера (включая проекции внимания, FFN и LayerNorm с bias).</p>	<p>1. <strong>Multi-Head Attention:</strong></p> <ul> <li>Матрицы $W^Q, W^K, W^V$: каждая $512 \times 512 + 512 = 262\,656$. Три матрицы: $3 \times 262\,656 = 787\,968$.</li> <li>Выходная матрица $W^O$: $512 \times 512 + 512 = 262\,656$.</li> <li>Итого Attention: $787\,968 + 262\,656 = 1\,050\,624$.</li> </ul> <p>2. <strong>FFN:</strong></p> <ul> <li>Линейный слой 1 ($512 \to 2048$): $512 \times 2048 + 2048 = 1\,050\,624$.</li> <li>Линейный слой 2 ($2048 \to 512$): $2048 \times 512 + 512 = 1\,049\,088$.</li> <li>Итого FFN: $1\,050\,624 + 1\,049\,088 = 2\,099\,712$.</li> </ul> <p>3. <strong>Два слоя LayerNorm:</strong> $2 \times (2 \cdot 512) = 2\,048$ ($\gamma$ и $\beta$).</p> <p>$$ \text{Суммарно на 1 слой} = 1\,050\,624 + 2\,099\,712 + 2\,048 = 3\,152\,384 \approx 3.15 \text{ млн} $$</p>	Лекция_16	Билет_15_Архитектура_Transformer
<b>Задача 2. Ручной расчет синусоидального позиционного кодирования</b><br><p>Пусть $d_{\text{model}} = 4$. Рассчитайте компоненты вектора $PE$ для позиции $pos = 0$ и позиции $pos = 1$.</p>	<p>Формула частот: $\omega_i = \frac{1}{10000^{2i/4}} = \frac{1}{10000^{i/2}}$.</p> <ul> <li>Для $i=0$ (компоненты 0 и 1): $\omega_0 = 10000^0 = 1.0$.</li> <li>Для $i=1$ (компоненты 2 и 3): $\omega_1 = 10000^{-0.5} = \frac{1}{100} = 0.01$.</li> </ul> <p><strong>Для $pos = 0$:</strong></p> <p>$PE_{(0, 0)} = \sin(0 \cdot 1.0) = 0.0$, $PE_{(0, 1)} = \cos(0 \cdot 1.0) = 1.0$.</p> <p>$PE_{(0, 2)} = \sin(0 \cdot 0.01) = 0.0$, $PE_{(0, 3)} = \cos(0 \cdot 0.01) = 1.0$.</p> <p>$$ PE(0) = [0.0, \, 1.0, \, 0.0, \, 1.0] $$</p> <p><strong>Для $pos = 1$:</strong></p> <p>$PE_{(1, 0)} = \sin(1.0) \approx 0.841$, $PE_{(1, 1)} = \cos(1.0) \approx 0.540$.</p> <p>$PE_{(1, 2)} = \sin(0.01) \approx 0.010$, $PE_{(1, 3)} = \cos(0.01) \approx 0.9999$.</p> <p>$$ PE(1) = [0.841, \, 0.540, \, 0.010, \, 1.000] $$</p>	Лекция_16	Билет_15_Архитектура_Transformer
<b>Задача 3. Расчет Causal Mask для последовательности</b><br><p>Последовательность состоит из 3 токенов. Выпишите бинарную матрицу маски и матрицу маски для сложения с логитами перед Softmax.</p>	<p>1. Булева маска видимости (True = разрешено смотреть):</p> <p>$$ M_{\text{bool}} = \begin{pmatrix} 1 & 0 & 0 \\ 1 & 1 & 0 \\ 1 & 1 & 1 \end{pmatrix} $$</p> <p>2. Аддитивная маска (0 для разрешенных, $-\infty$ для запрещенных):</p> <p>$$ M_{\text{add}} = \begin{pmatrix} 0 & -\infty & -\infty \\ 0 & 0 & -\infty \\ 0 & 0 & 0 \end{pmatrix} $$</p>	Лекция_16	Билет_15_Архитектура_Transformer
<b>Задача 4. Размерность Cross-Attention матриц</b><br><p>Батч $B=8$. Длина входа энкодера $S=50$, длина выхода декодера $T=20$. Размерность $d=512$, $h=8$ голов ($d_k = 64$). Каковы размерности матриц $Q, K, V$ и матрицы весов внимания до и после Softmax в Cross-Attention?</p>	<p>1. $Q$ (от декодера): $(B, h, T, d_k) = (8, 8, 20, 64)$.</p> <p>2. $K, V$ (от энкодера): $(B, h, S, d_k) = (8, 8, 50, 64)$.</p> <p>3. Матрица $Q K^T$: $(8, 8, T, d_k) \times (8, 8, d_k, S) \to (8, 8, 20, 50)$.</p> <p>4. Softmax вычисляется по последней размерности $S=50$. Размерность весов: $(8, 8, 20, 50)$.</p>	Лекция_16	Билет_15_Архитектура_Transformer
<b>Задача 5. Размерность тензора после FFN</b><br><p>Вход в FFN имеет размерность $(B=16, T=128, d=512)$. Промежуточный слой расширяет размерность до $d_{\text{ff}}=2048$. Каковы размеры тензора внутри FFN и на выходе?</p>	<p>После первого линейного слоя $W_1$ и активации: $(16, 128, 2048)$.</p> <p>После второго линейного слоя $W_2$: $(16, 128, 512)$.</p> <p>Пространственная форма $(16, 128)$ сохраняется неизменной.</p>	Лекция_16	Билет_15_Архитектура_Transformer
<b>Задача 6. Влияние Residual Connection на градиенты</b><br><p>Пусть блок описывается уравнением $y = x + F(x)$. Найдите производную $\frac{\partial y}{\partial x}$. Почему это предотвращает затухание градиента?</p>	<p>$$ \frac{\partial y}{\partial x} = I + \frac{\partial F(x)}{\partial x} $$</p> <p>При обратном распространении ошибки через $N$ слоев градиент содержит единичное слагаемое $I$. Даже если веса подблока $F(x)$ почти зануляют градиент ($\frac{\partial F}{\partial x} \approx 0$), сигнал свободно протекает через единичную матрицу $I$, предотвращая затухание градиента.</p>	Лекция_16	Билет_15_Архитектура_Transformer
